Age,Income,LoanAmount,CreditScore,Approved
23,31092,7200,511,0
22,42672,16800,660,1
22,61297,16800,577,1
22,30825,1800,538,0
24,67065,16800,661,1
22,73185,16800,637,0
24,73002,16800,681,0
23,72852,16800,547,0
26,65653,16800,580,1
22,31452,3000,670,1
22,79817,16800,671,0
22,71832,16800,661,1
24,90064,16800,619,1
26,117398,16800,605,0
26,117420,16800,652,0
23,124519,16800,549,0
24,151233,16800,720,0
25,31156,2000,632,0
23,44058,16750,690,1
22,54949,16750,676,1
26,54970,16750,650,1
23,56749,16750,668,1
24,30872,4000,486,0
26,51523,16750,634,1
22,61422,16750,616,1
23,65631,16750,520,1
24,66074,16750,660,1
23,66865,16700,628,0
25,71937,16600,660,1
26,85078,16525,612,0
25,119053,16525,655,0
22,49445,16500,615,1
26,57881,16500,515,1
23,57630,16500,615,1
22,58425,16500,607,1
25,30903,1500,611,0
25,68083,16500,688,1
25,69894,16500,650,1
24,31001,9000,688,0
26,31059,11500,682,0
25,30625,3000,576,0
26,100982,16500,686,1
24,55218,16425,621,1
24,74016,16400,640,0
22,33985,16300,643,1
26,57535,16250,675,1
21,30925,1000,645,0
22,65761,16075,572,0
25,47653,16050,608,1
23,36734,16000,570,1
22,40635,16000,655,1
26,42992,16000,670,1
26,31235,6250,665,1
24,43329,16000,628,1
24,43637,16000,651,1
23,31004,4750,634,0
21,30896,2800,687,0
22,45162,16000,632,1
25,46362,16000,592,1
25,48095,16000,658,1
24,48829,16000,655,1
22,31134,6000,641,0
25,31069,4800,652,0
25,49038,16000,678,1
23,48942,16000,613,1
22,49029,16000,658,1
21,49254,16000,535,1
22,41742,16000,612,1
21,51010,16000,551,1
24,51985,16000,551,1
23,30811,5000,696,0
22,30873,11100,631,0
24,52342,16000,656,1
25,52690,16000,677,1
25,31191,1525,628,0
24,30823,7000,653,0
23,53674,16000,609,1
24,54104,16000,600,1
26,31026,12000,687,1
24,31044,6500,640,0
22,46726,16000,630,1
24,30812,10000,658,0
24,47480,16000,629,1
22,54957,16000,597,1
21,31566,8800,700,0
24,47700,16000,537,1
24,30898,5000,672,0
22,31365,4000,648,0
23,31414,10800,531,0
26,30911,5400,609,0
23,47896,16000,644,1
25,47550,16000,668,1
22,31147,7000,679,0
23,58445,16000,569,1
22,51255,16000,537,1
25,61031,16000,548,1
24,31480,3200,628,0
23,31340,1200,651,0
24,61275,16000,666,1
25,31532,1200,623,0
24,60634,16000,656,1
22,53876,16000,642,1
24,61802,16000,610,1
23,55125,16000,658,1
21,63342,16000,610,1
22,64422,16000,683,0
24,65886,16000,627,0
22,31303,4000,716,1
25,59662,16000,672,1
22,67314,16000,595,0
21,66951,16000,679,0
21,31293,6500,616,1
22,31349,7000,574,0
25,70677,16000,660,0
25,63174,16000,635,1
23,31307,1000,603,0
22,31360,1000,609,1
22,64006,16000,648,1
26,72687,16000,624,0
24,65845,16000,694,1
26,65861,16000,638,1
24,31322,4000,592,1
22,74104,16000,644,0
23,75363,16000,551,0
23,31364,5000,617,0
23,31658,7850,522,0
22,31526,7000,677,0
22,69691,16000,532,1
26,31673,5600,554,0
22,69519,16000,625,1
25,31830,12000,626,1
23,77758,16000,671,0
24,71459,16000,684,1
22,78854,16000,648,0
21,78756,16000,666,0
24,31512,1500,654,0
22,78766,16000,680,0
22,31907,3500,561,0
22,79139,16000,668,0
24,71664,16000,587,1
23,78997,16000,662,0
22,32223,11325,465,0
22,79081,16000,509,0
22,71782,16000,562,1
25,80021,16000,580,0
22,31844,3000,560,0
23,74404,16000,630,1
23,76046,16000,560,1
23,76988,16000,683,1
25,32178,3825,691,0
20,78039,16000,671,1
24,87513,16000,680,0
26,89843,16000,618,0
24,90149,16000,636,0
26,91345,16000,545,0
26,32273,7000,665,0
26,32334,12000,622,0
26,90760,16000,615,0
23,32433,7800,633,0
26,91043,16000,655,0
23,32279,5000,565,0
24,83935,16000,602,1
21,25289,1000,629,0
25,32251,10000,517,0
23,31937,2000,643,0
22,32056,4000,542,0
21,32410,6000,633,0
25,29563,1000,682,0
24,29548,1000,631,1
23,32165,10000,567,1
21,29451,1000,546,1
22,29839,1000,444,0
21,30774,1000,641,0
26,30751,1000,560,0
22,31240,1000,682,1
26,32280,8500,684,1
21,32379,14500,499,1
24,32115,7000,686,0
22,34720,1000,599,1
25,34502,1000,695,0
22,32239,2000,569,0
22,34732,1000,509,1
24,34565,1000,627,0
23,35182,1000,624,0
22,35600,1000,631,0
22,32114,17000,634,1
26,35991,1000,627,0
24,37240,1000,579,0
21,36870,1000,648,0
23,37075,1000,613,0
23,32214,7000,643,0
21,36893,1000,681,0
22,32541,500,643,0
26,36677,1000,514,0
25,32030,10000,673,0
22,32342,5000,639,0
25,37112,1000,663,0
26,32258,6000,587,0
22,32377,5000,523,0
25,40794,1000,576,0
21,41384,1000,633,0
22,32086,12000,548,1
21,32309,7500,628,0
26,32612,10000,710,0
23,41311,1000,482,0
25,41269,1000,590,0
23,41486,1000,623,0
23,42818,1000,645,0
25,42802,1000,631,0
22,43183,1000,609,0
25,42633,1000,688,0
26,35409,1000,685,1
24,43172,1000,675,0
22,43133,1000,552,0
24,32597,6000,634,0
23,44010,1000,577,0
22,43958,1000,600,0
22,44409,1000,687,0
25,32844,7500,656,0
22,44480,1000,658,0
23,38081,1000,622,1
25,39268,1000,643,1
26,46563,1000,639,0
24,39782,1000,681,1
23,46990,1000,630,0
22,32673,1550,630,1
21,47010,1000,654,0
25,41665,1000,548,1
24,49388,1000,668,0
22,48898,1000,561,0
23,48860,1000,646,0
24,49006,1000,655,0
22,32478,1000,532,1
25,32723,5975,560,0
23,48901,1000,670,0
24,48946,1000,604,0
21,42664,1000,578,1
22,49775,1000,661,0
22,51369,1000,662,0
24,51266,1000,630,0
23,52520,1000,659,0
25,32374,4000,692,0
21,55266,1000,642,0
24,54752,1000,547,0
23,54580,1000,544,0
25,49914,1000,558,1
22,58876,1000,576,0
21,51397,1000,649,1
25,59552,1000,587,0
21,60555,1000,617,0
26,32473,8500,589,0
22,32536,4400,614,0
26,61243,1000,668,0
23,62219,1000,694,0
26,65789,1000,682,0
22,68446,1000,606,0
22,70345,1000,655,0
26,77455,1000,659,0
21,32384,4000,632,0
23,83985,1000,698,0
24,85209,1000,675,0
22,87469,1000,633,0
25,32893,7200,689,1
23,91314,1000,684,0
24,105469,1000,678,0
21,33172,6000,443,1
26,116115,1000,608,0
23,46493,1075,629,0
23,32979,6000,549,0
23,18051,1100,655,0
25,42758,1100,651,0
23,93419,1150,654,0
24,12704,1200,678,0
24,33160,1000,670,0
23,14224,1200,661,0
21,33472,2000,604,1
24,16630,1200,624,0
22,18301,1200,687,0
22,33094,3000,512,0
24,18083,1200,566,0
21,18224,1200,632,0
23,19622,1200,626,1
22,33258,7500,544,0
21,20042,1200,659,0
25,20918,1200,630,0
24,22529,1200,612,0
21,33310,9600,651,0
23,25397,1200,585,1
23,33086,5000,636,0
23,33341,6400,647,0
23,25738,1200,571,0
22,27174,1200,632,0
22,33225,4800,629,0
23,33472,1000,638,1
23,32703,1200,670,1
22,33893,1200,645,0
22,34935,1200,672,0
22,33621,10800,632,0
21,37481,1200,648,0
26,33643,3000,564,0
22,33690,7750,570,0
26,37463,1200,581,0
22,38511,1200,641,0
23,38674,1200,669,0
24,40163,1200,588,0
23,33492,4000,664,0
22,33456,6000,635,0
23,41019,1200,535,0
21,42044,1200,579,1
26,41848,1200,615,0
22,42555,1200,636,1
22,35365,1200,557,1
26,33534,3025,556,0
23,44135,1200,569,0
24,44317,1200,670,0
23,44493,1200,669,0
21,49151,1200,652,0
22,41747,1200,508,1
25,48675,1200,648,0
25,52703,1200,612,0
25,52595,1200,611,0
24,33707,10000,618,0
24,33456,9475,674,0
22,54620,1200,668,0
23,47451,1200,666,1
25,58759,1200,631,0
22,33286,12000,636,1
22,33521,5000,518,0
25,66909,1200,606,0
23,70469,1200,647,0
23,71451,1200,665,0
24,33509,7500,655,0
25,72883,1200,667,0
23,73262,1200,615,0
22,121454,1200,523,0
24,12622,1300,509,1
26,50272,1300,629,0
24,55118,1300,477,0
26,61030,1300,679,0
22,65725,1300,700,1
25,33366,8000,579,1
24,77492,1300,599,1
25,107530,1300,653,0
25,29628,1325,700,1
24,32040,1325,669,1
24,54187,1325,583,1
26,33957,2750,552,0
25,62682,1325,669,0
21,28729,1350,641,0
25,51083,1350,591,0
22,84683,1350,583,0
24,12965,1400,655,0
22,33824,3725,660,0
23,18776,1400,558,1
23,33656,1925,631,0
24,33571,8000,620,0
24,34170,5175,642,0
25,34055,9000,586,0
24,36860,1400,635,1
25,37436,1400,552,0
23,34205,6300,632,0
22,40329,1400,682,0
26,49154,1400,686,0
26,49040,1400,611,0
21,34395,3500,621,1
26,43739,1400,650,1
26,54804,1400,704,0
24,34086,2000,622,0
26,34101,2500,629,0
24,34132,7000,525,0
23,51658,1400,614,1
25,33944,11500,637,1
22,33886,8400,559,0
24,34248,6000,617,1
24,150943,1400,640,0
21,13049,1450,661,0
24,27137,1450,581,0
23,37363,1450,609,1
24,57398,1450,666,0
23,33889,9800,624,0
26,67663,1450,578,0
22,122176,1475,699,0
24,33599,1500,681,1
22,33874,1500,642,0
25,34338,1500,588,0
23,34520,1500,666,0
24,34292,10000,645,0
22,35346,1500,521,0
22,34079,9600,661,0
23,34197,1200,655,0
24,35018,1500,660,0
23,35214,1500,648,0
23,36851,1500,640,0
21,37129,1500,679,0
25,34489,14125,684,0
24,37180,1500,526,0
25,36983,1500,652,1
26,36582,1500,588,1
21,36919,1500,622,0
23,38350,1500,538,0
26,34516,6000,591,0
25,38570,1500,592,0
25,38946,1500,690,0
25,39531,1500,671,0
23,34703,4800,674,0
25,39573,1500,581,0
24,39493,1500,662,0
24,39682,1500,587,1
25,40747,1500,563,0
22,34484,5000,546,0
23,34684,4200,632,0
23,34814,9250,668,0
22,34639,3250,645,1
22,34724,5500,582,0
26,41697,1500,671,0
23,41998,1500,642,0
25,43079,1500,656,0
21,42773,1500,659,0
25,43124,1500,607,0
23,43048,1500,683,0
21,34812,10000,638,0
24,43068,1500,604,0
23,35802,1500,605,1
24,44321,1500,711,0
24,44069,1500,646,0
22,34363,12300,555,0
21,44041,1500,656,0
24,38214,1500,617,1
22,46625,1500,605,0
25,34378,9600,673,0
23,34746,9500,630,1
23,34478,2500,664,0
23,46777,1500,682,0
23,34597,7000,570,0
24,47835,1500,664,0
25,41906,1500,559,1
23,48980,1500,660,0
21,34715,1000,645,0
22,34500,10000,586,0
24,41886,1500,685,1
21,49302,1500,582,0
23,48964,1500,676,0
22,42887,1500,622,1
26,34758,4500,598,1
23,34728,8400,661,0
21,49970,1500,666,0
21,51309,1500,696,0
22,44339,1500,613,1
23,51728,1500,641,0
25,52486,1500,650,0
23,34527,4000,691,0
23,54361,1500,454,0
22,34796,8500,608,0
24,47453,1500,607,1
23,34286,5225,601,1
23,54839,1500,640,0
26,55290,1500,600,0
25,58509,1500,690,0
26,51385,1500,555,1
22,52099,1500,694,1
24,59430,1500,617,0
24,61224,1500,549,0
24,61552,1500,696,0
25,61540,1500,683,0
24,63022,1500,592,0
26,63424,1500,591,0
25,34513,12200,636,0
22,35051,10750,584,0
21,63326,1500,711,0
24,65740,1500,591,0
25,34520,5000,670,0
26,34343,4000,660,0
23,66198,1500,614,0
25,34492,4000,680,0
26,65987,1500,671,0
24,34450,9000,562,1
26,67403,1500,650,0
25,69479,1500,649,0
21,62124,1500,701,1
22,69537,1500,654,0
24,70147,1500,600,0
22,70625,1500,539,0
22,73002,1500,643,0
25,76600,1500,690,0
25,76367,1500,649,0
22,86400,1500,569,0
24,84860,1500,572,1
25,34665,1000,633,0
23,34817,7000,614,0
26,116279,1500,641,0
23,186938,1500,539,0
23,12519,1600,635,1
24,35392,6000,604,0
21,15315,1600,638,1
24,18313,1600,646,1
24,18973,1600,647,0
21,19418,1600,630,0
22,27045,1600,547,0
24,35291,3500,578,0
23,28174,1600,666,0
22,25216,1675,666,0
21,35105,4800,581,0
22,35035,8500,626,0
23,30504,1675,617,0
23,35775,1675,621,1
23,56461,1675,611,0
24,73096,1675,694,0
21,35185,2000,571,0
23,22421,1700,611,0
23,23177,1700,671,0
23,35124,10000,664,0
23,55130,1700,605,0
21,35500,3000,649,0
21,12231,1750,707,1
21,35455,8000,571,0
26,35202,6000,583,0
26,12775,1750,659,1
22,35687,8875,580,0
22,13445,1750,560,1
23,13011,1750,542,1
26,35554,5150,667,0
25,13107,1750,624,1
23,21741,1750,632,0
26,27399,1750,664,0
23,28170,1750,544,1
26,116612,1750,621,0
23,28539,1775,628,0
21,48860,1775,629,0
23,55297,1775,625,0
24,35407,1400,588,1
24,18162,1800,659,0
23,35599,5000,679,0
24,35640,6075,573,0
24,35601,3500,670,0
21,22281,1800,643,0
23,35076,10625,681,0
26,22590,1800,662,0
22,22819,1800,678,1
24,35482,7500,664,0
22,36012,11500,550,0
22,35574,10000,679,0
24,26110,1800,674,0
21,35588,5000,659,0
22,35244,10000,594,0
26,27860,1800,513,0
23,35401,6000,601,0
24,29748,1800,535,0
23,31126,1800,571,1
25,35428,1000,625,0
22,35758,2000,689,0
25,34621,1800,670,0
22,55199,1800,601,0
25,54982,1800,648,0
23,35492,3000,654,0
23,35409,8400,665,0
26,55094,1800,660,0
24,35363,6000,586,0
22,55548,1800,678,0
23,58900,1800,622,0
21,58638,1800,701,0
23,61669,1800,653,0
21,35798,5500,651,0
22,69328,1800,526,0
22,70772,1800,613,0
22,86223,1800,657,0
22,88620,1800,657,0
26,90664,1800,644,0
24,90969,1800,680,0
24,35501,5500,554,0
21,18240,1825,643,1
22,35492,14500,665,0
25,24336,1825,594,0
25,35355,6250,581,0
24,43066,1850,684,0
21,16555,1875,630,0
24,18561,1875,645,0
26,24143,1900,588,0
22,32465,1900,571,1
24,39480,1900,649,0
23,37086,1925,592,0
25,51671,1925,642,0
23,21169,1950,665,0
22,35603,2000,622,0
24,39016,1950,576,0
24,35899,5500,575,0
24,35706,10000,661,0
24,13148,2000,623,1
23,35936,10000,621,0
23,15412,2000,528,1
25,15403,2000,608,1
21,17716,2000,539,0
23,35964,11500,669,0
24,18389,2000,668,0
26,18104,2000,651,1
21,35903,4200,554,0
26,18488,2000,640,0
21,17998,2000,635,0
26,18095,2000,646,0
26,35756,7200,669,0
26,18084,2000,639,1
25,19130,2000,597,0
21,19821,2000,602,0
24,20118,2000,603,1
25,20020,2000,687,0
24,22360,2000,658,0
25,23029,2000,685,1
23,22694,2000,651,0
21,22735,2000,462,0
26,22770,2000,484,1
22,23899,2000,641,0
24,35833,20000,717,0
24,23833,2000,622,0
23,24407,2000,535,0
26,24134,2000,685,0
22,24484,2000,696,0
21,24999,2000,527,0
26,24765,2000,662,1
23,35699,6000,632,0
22,35693,5000,576,0
22,35698,2500,663,0
22,26635,2000,690,0
23,35716,2000,548,0
21,26814,2000,566,1
22,26812,2000,647,1
23,27644,2000,727,0
22,27520,2000,604,0
23,27380,2000,654,0
21,28847,2000,605,0
22,29269,2000,651,1
24,29465,2000,666,0
24,29568,2000,650,1
25,29829,2000,612,0
21,29787,2000,638,1
23,36108,6400,625,0
23,29998,2000,676,0
22,35757,8875,711,1
25,29937,2000,643,0
23,29741,2000,588,0
22,30128,2000,645,0
22,36075,1800,650,0
24,35906,2500,549,0
24,35688,11000,603,1
21,29967,2000,599,0
25,36093,10000,663,0
24,29613,2000,629,1
24,29937,2000,601,1
22,30377,2000,666,0
22,30708,2000,617,0
24,30945,2000,659,0
25,31480,2000,584,0
24,31356,2000,568,1
21,31289,2000,637,0
22,36851,6000,590,0
25,32305,2000,698,0
21,36478,5000,624,1
23,36430,3000,578,0
23,33197,2000,629,0
23,33568,2000,637,1
22,35845,2000,688,0
26,37226,2000,716,1
25,36943,2000,591,0
21,37118,2000,540,0
23,36728,4750,715,1
24,36591,2000,684,0
24,37266,2000,675,1
22,36965,5400,476,0
23,99134,15000,595,1
22,86113,15000,673,1
25,115100,15000,531,0
23,114950,15000,511,0
23,115157,15000,596,0
25,37063,5000,663,0
25,37166,6500,678,0
22,37081,8000,646,0
23,101365,15000,636,1
25,116634,15000,515,0
26,101920,15000,629,1
25,115979,15000,618,0
25,117817,15000,645,0
23,119951,15000,631,0
26,121332,15000,645,0
21,36716,7125,576,1
24,121094,15000,673,0
26,120836,15000,664,0
24,106848,15000,642,1
25,37727,3600,662,0
26,120865,15000,696,0
24,121048,15000,652,0
24,122002,15000,648,0
24,123439,15000,648,0
23,37072,5000,697,0
24,127096,15000,607,0
23,127785,15000,667,0
21,36893,2400,622,0
25,131708,15000,649,0
24,131856,15000,687,0
23,132742,15000,521,0
24,118432,15000,543,1
22,133905,15000,655,0
24,142854,15000,678,0
25,144893,15000,647,0
24,144908,15000,630,0
23,146591,15000,670,0
24,147726,15000,581,0
25,151087,15000,659,0
23,36960,4600,675,0
25,37382,8000,636,0
23,150956,15000,674,0
26,142602,15000,658,1
24,148324,15000,532,1
22,168930,15000,702,0
22,36996,10000,672,1
23,37112,3800,642,1
21,36844,15000,670,0
26,187960,15000,590,0
24,178447,15000,601,1
24,241182,15000,689,0
26,252699,15000,625,0
26,36849,6500,633,0
25,198923,14950,602,0
22,41769,14900,665,1
24,67159,14900,598,0
22,71458,14900,682,0
21,36974,7600,505,0
25,39111,14850,527,1
25,35409,14800,448,1
23,36959,1000,702,1
23,36740,4375,674,0
23,37033,1400,593,0
25,37019,2000,628,0
26,36578,2000,612,0
25,37222,2000,675,0
24,36999,2000,645,0
24,38154,2000,577,1
24,38328,2000,626,0
24,37111,17000,641,1
24,39365,2000,618,1
23,39812,2000,593,0
26,39469,2000,565,0
22,39629,2000,655,1
24,40302,2000,597,1
23,37067,13000,713,0
23,40476,2000,691,0
21,40534,2000,657,1
22,40533,2000,661,0
24,48729,2000,657,0
24,48807,2000,652,0
21,48896,2000,647,0
22,61499,2000,659,0
25,61627,2000,650,0
24,64798,2000,654,0
24,64542,2000,604,0
23,66889,2000,587,0
25,37334,7000,635,0
24,69169,2000,552,0
25,69113,2000,692,0
26,69891,2000,585,0
25,70956,2000,581,0
23,72751,2000,663,0
22,72916,2000,619,0
22,65784,2000,641,1
21,37140,9000,551,0
26,74093,2000,546,0
24,75234,2000,588,0
22,75568,2000,634,0
26,75669,2000,596,0
25,37197,10625,655,0
24,70716,2000,536,1
22,79002,2000,620,0
26,79374,2000,632,0
26,81479,2000,648,0
23,84952,2000,564,0
23,36861,1200,606,0
22,36887,6000,626,0
26,85283,2000,659,0
22,36955,3000,589,0
24,84895,2000,609,0
22,84864,2000,571,0
24,91158,2000,651,0
22,90889,2000,664,0
23,37107,7000,599,0
23,91086,2000,694,0
24,92642,2000,721,0
21,36861,3000,645,0
26,37000,2000,639,1
22,37208,3000,700,0
22,36796,13250,621,0
23,96803,2000,607,0
25,97083,2000,617,0
23,97036,2000,561,0
25,107421,2000,676,0
23,109345,2000,666,0
21,120618,2000,620,0
23,121034,2000,654,0
25,122936,2000,542,0
26,130590,2000,628,0
23,37209,3800,644,0
22,37050,5125,596,0
25,156789,2000,601,0
22,30872,2050,613,0
23,37124,2400,710,0
23,13256,2100,601,1
23,15411,2100,597,1
22,18328,2100,591,1
24,19194,2100,696,0
22,26762,2100,602,0
22,37063,12000,555,0
25,28623,2100,585,0
22,29576,2100,611,0
22,37105,2000,579,0
23,41220,2100,624,0
22,42217,2100,646,1
25,36653,8000,670,0
22,49138,2100,668,0
25,54191,2100,549,0
22,37355,2500,622,0
23,55172,2100,594,0
22,64444,2100,528,0
22,72916,2100,619,0
22,73098,2100,622,0
25,36868,10000,589,0
24,65420,2100,645,1
22,37313,7000,678,0
25,97116,2100,595,0
23,105501,2100,619,0
24,95755,2100,670,1
26,132985,2100,687,0
23,37093,10000,646,0
26,52405,2125,669,0
22,22076,2150,591,0
26,70385,2150,624,1
22,35568,14000,573,1
21,36953,6400,567,0
21,37264,14000,545,1
24,36841,14000,538,1
24,37068,3075,521,0
22,37513,14000,595,1
23,36711,14000,554,1
22,39399,14000,624,1
22,36784,2000,665,0
22,39517,14000,580,1
26,40269,14000,624,1
24,39839,14000,676,1
22,41760,14000,716,1
24,36688,8000,640,0
22,45090,14000,670,1
26,45042,14000,578,1
23,45628,14000,505,1
21,46414,14000,512,1
22,47934,14000,673,1
26,48727,14000,616,1
22,49401,14000,571,1
24,48758,14000,639,1
22,49052,14000,608,1
24,41910,14000,610,1
24,36909,10000,627,0
21,37238,2000,587,0
23,37065,1000,601,0
22,36798,5000,685,0
24,41942,14000,585,1
24,36620,15250,676,0
22,50189,14000,632,1
22,50555,14000,586,1
21,15202,2200,617,1
21,18915,2200,632,0
25,19343,2200,593,0
21,20481,2200,644,1
24,27735,2200,588,0
23,29995,2200,655,0
23,32355,2200,620,1
25,34002,2200,602,0
22,34703,2200,669,1
21,43345,2200,539,0
25,46951,2200,521,0
23,37111,12000,607,0
23,47574,2200,679,0
23,48028,2200,690,0
24,36947,4500,610,0
26,36960,5000,602,0
22,56136,2200,640,0
22,67155,2200,683,0
23,37179,8000,547,0
25,37020,9000,560,0
23,90758,2200,659,0
21,63937,2225,620,0
25,36905,6000,628,0
23,20156,2250,651,0
24,36298,2250,633,0
26,51602,2250,644,0
23,17782,2300,675,1
25,32066,2300,670,0
22,36918,7000,662,0
26,37200,2300,626,0
21,42441,2300,600,0
26,44809,2300,695,0
25,75902,2300,603,0
22,37155,5000,537,0
23,94707,2300,603,0
23,36696,5000,637,0
22,36929,5000,708,0
26,18021,2350,653,1
25,54126,2350,598,0
24,15186,2400,665,1
26,37035,4000,658,0
23,16718,2400,605,1
24,17140,2400,610,1
24,37247,5000,637,1
